Date,Zip,Daily Calculated Recoveries
7/8/2020,45213,2
7/9/2020,45213,1
7/10/2020,45213,0
7/11/2020,45213,-1
7/12/2020,45213,-1
7/13/2020,45213,0
7/14/2020,45213,0
7/15/2020,45213,0
7/16/2020,45213,0
7/17/2020,45213,0
7/18/2020,45213,0
7/19/2020,45213,0
7/20/2020,45213,0
7/21/2020,45213,0
7/22/2020,45213,0
7/23/2020,45213,1
7/24/2020,45213,2
7/25/2020,45213,0
7/26/2020,45213,0
7/27/2020,45213,0
5/29/2020,45214,0
5/30/2020,45214,0
5/31/2020,45214,0
6/1/2020,45214,1
6/2/2020,45214,0
6/3/2020,45214,0
6/4/2020,45214,0
6/5/2020,45214,0
6/6/2020,45214,-1
6/7/2020,45214,0
6/8/2020,45214,0
6/9/2020,45214,0
6/10/2020,45214,0
6/11/2020,45214,0
6/12/2020,45214,0
6/13/2020,45214,0
6/14/2020,45214,0
6/15/2020,45214,0
6/16/2020,45214,0
6/17/2020,45214,1
6/18/2020,45214,0
6/19/2020,45214,0
6/20/2020,45214,0
6/21/2020,45214,0
6/22/2020,45214,0
6/23/2020,45214,1
6/24/2020,45214,0
6/25/2020,45214,1
6/26/2020,45214,0
6/27/2020,45214,1
6/28/2020,45214,0
6/29/2020,45214,0
6/30/2020,45214,0
7/1/2020,45214,0
7/2/2020,45214,0
7/3/2020,45214,0
7/4/2020,45214,-1
7/5/2020,45214,0
7/6/2020,45214,0
7/7/2020,45214,0
7/8/2020,45214,0
7/9/2020,45214,0
7/10/2020,45214,0
7/11/2020,45214,0
7/12/2020,45214,0
7/13/2020,45214,0
7/14/2020,45214,0
7/15/2020,45214,0
7/16/2020,45214,0
7/17/2020,45214,0
7/18/2020,45214,0
7/19/2020,45214,0
7/20/2020,45214,0
7/21/2020,45214,0
7/22/2020,45214,0
7/23/2020,45214,0
7/24/2020,45214,0
7/25/2020,45214,0
7/26/2020,45214,0
7/27/2020,45214,0
5/29/2020,45215,5
5/30/2020,45215,1
5/31/2020,45215,-1
6/1/2020,45215,2
6/2/2020,45215,0
6/3/2020,45215,0
6/4/2020,45215,0
6/5/2020,45215,0
6/6/2020,45215,0
6/7/2020,45215,0
6/8/2020,45215,0
6/9/2020,45215,0
6/10/2020,45215,0
6/11/2020,45215,0
6/12/2020,45215,-1
6/13/2020,45215,0
6/14/2020,45215,0
6/15/2020,45215,0
6/16/2020,45215,0
6/17/2020,45215,0
6/18/2020,45215,0
6/19/2020,45215,2
6/20/2020,45215,0
6/21/2020,45215,0
6/22/2020,45215,0
6/23/2020,45215,1
6/24/2020,45215,2
6/25/2020,45215,2
6/26/2020,45215,1
6/27/2020,45215,0
6/28/2020,45215,0
6/29/2020,45215,3
6/30/2020,45215,1
7/1/2020,45215,0
7/2/2020,45215,0
7/3/2020,45215,1
7/4/2020,45215,2
7/5/2020,45215,1
7/6/2020,45215,0
7/7/2020,45215,8
7/8/2020,45215,6
7/9/2020,45215,-1
7/10/2020,45215,8
7/11/2020,45215,0
7/12/2020,45215,0
7/13/2020,45215,0
7/14/2020,45215,0
7/15/2020,45215,0
7/16/2020,45215,-1
7/17/2020,45215,8
7/18/2020,45215,-1
7/19/2020,45215,1
7/20/2020,45215,0
7/21/2020,45215,3
7/22/2020,45215,7
7/23/2020,45215,16
7/24/2020,45215,15
7/25/2020,45215,5
7/26/2020,45215,0
7/27/2020,45215,-1
5/29/2020,45216,2
5/30/2020,45216,0
5/31/2020,45216,0
6/1/2020,45216,0
6/2/2020,45216,0
6/3/2020,45216,0
6/4/2020,45216,0
6/5/2020,45216,0
6/6/2020,45216,0
6/7/2020,45216,0
6/8/2020,45216,0
6/9/2020,45216,1
6/10/2020,45216,0
6/11/2020,45216,1
6/12/2020,45216,3
6/13/2020,45216,0
6/14/2020,45216,0
6/15/2020,45216,0
6/16/2020,45216,0
6/17/2020,45216,0
6/18/2020,45216,1
6/19/2020,45216,0
6/20/2020,45216,0
6/21/2020,45216,0
6/22/2020,45216,0
6/23/2020,45216,0
6/24/2020,45216,0
6/25/2020,45216,1
6/26/2020,45216,0
6/27/2020,45216,0
6/28/2020,45216,0
6/29/2020,45216,0
6/30/2020,45216,2
7/1/2020,45216,0
7/2/2020,45216,0
7/3/2020,45216,0
7/4/2020,45216,0
7/5/2020,45216,0
7/6/2020,45216,0
7/7/2020,45216,1
7/8/2020,45216,0
7/9/2020,45216,0
7/10/2020,45216,2
7/11/2020,45216,0
7/12/2020,45216,-1
7/13/2020,45216,0
7/14/2020,45216,0
7/15/2020,45216,0
7/16/2020,45216,0
7/17/2020,45216,5
7/18/2020,45216,0
7/19/2020,45216,0
7/20/2020,45216,0
7/21/2020,45216,0
7/22/2020,45216,0
7/23/2020,45216,0
7/24/2020,45216,0
7/25/2020,45216,0
7/26/2020,45216,0
7/27/2020,45216,0
5/29/2020,45217,0
5/30/2020,45217,0
5/31/2020,45217,0
6/1/2020,45217,0
6/2/2020,45217,-1
6/3/2020,45217,0
6/4/2020,45217,0
6/5/2020,45217,0
6/6/2020,45217,0
6/7/2020,45217,0
6/8/2020,45217,0
6/9/2020,45217,0
6/10/2020,45217,0
6/11/2020,45217,0
6/12/2020,45217,0
6/13/2020,45217,0
6/14/2020,45217,0
6/15/2020,45217,0
6/16/2020,45217,0
6/17/2020,45217,0
6/18/2020,45217,0
6/19/2020,45217,0
6/20/2020,45217,0
6/21/2020,45217,0
6/22/2020,45217,1
6/23/2020,45217,1
6/24/2020,45217,1
6/25/2020,45217,0
6/26/2020,45217,0
6/27/2020,45217,0
6/28/2020,45217,0
6/29/2020,45217,0
6/30/2020,45217,0
7/1/2020,45217,0
7/2/2020,45217,0
7/3/2020,45217,0
7/4/2020,45217,1
7/5/2020,45217,0
7/6/2020,45217,0
7/7/2020,45217,0
7/8/2020,45217,0
7/9/2020,45217,0
7/10/2020,45217,1
7/11/2020,45217,0
7/12/2020,45217,0
7/13/2020,45217,0
7/14/2020,45217,0
7/15/2020,45217,0
7/16/2020,45217,0
7/17/2020,45217,7
7/18/2020,45217,0
7/19/2020,45217,0
7/20/2020,45217,0
7/21/2020,45217,0
7/22/2020,45217,0
7/23/2020,45217,0
7/24/2020,45217,1
7/25/2020,45217,0
7/26/2020,45217,0
7/27/2020,45217,0
5/29/2020,45218,1
5/30/2020,45218,0
5/31/2020,45218,0
6/1/2020,45218,0
6/2/2020,45218,-1
6/3/2020,45218,0
6/4/2020,45218,0
6/5/2020,45218,0
6/6/2020,45218,0
6/7/2020,45218,0
6/8/2020,45218,0
6/9/2020,45218,0
6/10/2020,45218,0
6/11/2020,45218,0
6/12/2020,45218,0
6/13/2020,45218,0
6/14/2020,45218,0
6/15/2020,45218,0
6/16/2020,45218,0
6/17/2020,45218,0
6/18/2020,45218,0
6/19/2020,45218,0
6/20/2020,45218,0
6/21/2020,45218,0
6/22/2020,45218,0
6/23/2020,45218,0
6/24/2020,45218,0
6/25/2020,45218,0
6/26/2020,45218,0
6/27/2020,45218,0
6/28/2020,45218,0
6/29/2020,45218,0
6/30/2020,45218,1
7/1/2020,45218,0
7/2/2020,45218,0
7/3/2020,45218,0
7/4/2020,45218,0
7/5/2020,45218,0
7/6/2020,45218,0
7/7/2020,45218,1
7/8/2020,45218,0
7/9/2020,45218,0
7/10/2020,45218,0
7/11/2020,45218,0
7/12/2020,45218,0
7/13/2020,45218,0
7/14/2020,45218,0
7/15/2020,45218,0
7/16/2020,45218,0
7/17/2020,45218,1
7/18/2020,45218,0
7/19/2020,45218,0
7/20/2020,45218,0
7/21/2020,45218,0
7/22/2020,45218,1
7/23/2020,45218,2
7/24/2020,45218,2
7/25/2020,45218,0
7/26/2020,45218,0
7/27/2020,45218,0
5/29/2020,45219,0
5/30/2020,45219,0
5/31/2020,45219,0
6/1/2020,45219,0
6/2/2020,45219,0
6/3/2020,45219,0
6/4/2020,45219,1
6/5/2020,45219,0
6/6/2020,45219,-1
6/7/2020,45219,0
6/8/2020,45219,0
6/9/2020,45219,0
6/10/2020,45219,0
6/11/2020,45219,0
6/12/2020,45219,0
6/13/2020,45219,0
6/14/2020,45219,0
6/15/2020,45219,0
6/16/2020,45219,1
6/17/2020,45219,0
6/18/2020,45219,1
6/19/2020,45219,0
6/20/2020,45219,0
6/21/2020,45219,0
6/22/2020,45219,0
6/23/2020,45219,0
6/24/2020,45219,0
6/25/2020,45219,1
6/26/2020,45219,0
6/27/2020,45219,1
6/28/2020,45219,0
6/29/2020,45219,2
6/30/2020,45219,-1
7/1/2020,45219,0
7/2/2020,45219,0
7/3/2020,45219,0
7/4/2020,45219,0
7/5/2020,45219,0
7/6/2020,45219,0
7/7/2020,45219,0
7/8/2020,45219,0
7/9/2020,45219,0
7/10/2020,45219,0
7/11/2020,45219,0
7/12/2020,45219,0
7/13/2020,45219,0
7/14/2020,45219,0
7/15/2020,45219,0
7/16/2020,45219,0
7/17/2020,45219,0
7/18/2020,45219,0
7/19/2020,45219,0
7/20/2020,45219,0
7/21/2020,45219,0
7/22/2020,45219,1
7/23/2020,45219,0
7/24/2020,45219,0
7/25/2020,45219,0
7/26/2020,45219,0
7/27/2020,45219,0
5/29/2020,45220,0
5/30/2020,45220,0
5/31/2020,45220,0
6/1/2020,45220,0
6/2/2020,45220,0
6/3/2020,45220,0
6/4/2020,45220,0
6/5/2020,45220,0
6/6/2020,45220,0
6/7/2020,45220,0
6/8/2020,45220,0
6/9/2020,45220,0
6/10/2020,45220,0
6/11/2020,45220,0
6/12/2020,45220,0
6/13/2020,45220,0
6/14/2020,45220,0
6/15/2020,45220,0
6/16/2020,45220,0
6/17/2020,45220,0
6/18/2020,45220,0
6/19/2020,45220,0
6/20/2020,45220,0
6/21/2020,45220,0
6/22/2020,45220,0
6/23/2020,45220,0
6/24/2020,45220,0
6/25/2020,45220,0
6/26/2020,45220,0
6/27/2020,45220,0
6/28/2020,45220,0
6/29/2020,45220,0
6/30/2020,45220,0
7/1/2020,45220,1
7/2/2020,45220,0
7/3/2020,45220,0
7/4/2020,45220,0
7/5/2020,45220,0
7/6/2020,45220,0
7/7/2020,45220,0
7/8/2020,45220,0
7/9/2020,45220,0
7/10/2020,45220,0
7/11/2020,45220,0
7/12/2020,45220,0
7/13/2020,45220,0
7/14/2020,45220,0
7/15/2020,45220,0
7/16/2020,45220,0
7/17/2020,45220,0
7/18/2020,45220,0
7/19/2020,45220,0
7/20/2020,45220,0
7/21/2020,45220,0
7/22/2020,45220,0
7/23/2020,45220,0
7/24/2020,45220,0
7/25/2020,45220,0
7/26/2020,45220,0
7/27/2020,45220,0
5/29/2020,45221,0
5/30/2020,45221,0
5/31/2020,45221,0
6/1/2020,45221,0
6/2/2020,45221,0
6/3/2020,45221,0
6/4/2020,45221,0
6/5/2020,45221,0
6/6/2020,45221,0
6/7/2020,45221,0
6/8/2020,45221,0
6/9/2020,45221,0
6/10/2020,45221,0
6/11/2020,45221,0
6/12/2020,45221,0
6/13/2020,45221,0
6/14/2020,45221,0
6/15/2020,45221,0
6/16/2020,45221,0
6/17/2020,45221,0
6/18/2020,45221,0
6/19/2020,45221,0
6/20/2020,45221,0
6/21/2020,45221,0
6/22/2020,45221,0
6/23/2020,45221,0
6/24/2020,45221,0
6/25/2020,45221,0
6/26/2020,45221,0
6/27/2020,45221,0
6/28/2020,45221,0
6/29/2020,45221,0
6/30/2020,45221,0
7/1/2020,45221,0
7/2/2020,45221,0
7/3/2020,45221,0
7/4/2020,45221,0
7/5/2020,45221,0
7/6/2020,45221,0
7/7/2020,45221,0
7/8/2020,45221,1
7/9/2020,45221,0
7/10/2020,45221,0
7/11/2020,45221,-1
7/12/2020,45221,0
7/13/2020,45221,0
7/14/2020,45221,0
7/15/2020,45221,0
7/16/2020,45221,0
7/17/2020,45221,1
7/18/2020,45221,0
7/19/2020,45221,0
7/20/2020,45221,0
7/21/2020,45221,0
7/22/2020,45221,0
7/23/2020,45221,-1
7/24/2020,45221,0
7/25/2020,45221,0
7/26/2020,45221,0
7/27/2020,45221,0
5/29/2020,45223,1
5/30/2020,45223,0
5/31/2020,45223,0
6/1/2020,45223,0
6/2/2020,45223,0
6/3/2020,45223,0
6/4/2020,45223,0
6/5/2020,45223,0
6/6/2020,45223,0
6/7/2020,45223,0
6/8/2020,45223,0
6/9/2020,45223,0
6/10/2020,45223,0
6/11/2020,45223,0
6/12/2020,45223,0
6/13/2020,45223,0
6/14/2020,45223,0
6/15/2020,45223,0
6/16/2020,45223,0
6/17/2020,45223,1
6/18/2020,45223,0
6/19/2020,45223,1
6/20/2020,45223,0
6/21/2020,45223,0
6/22/2020,45223,0
6/23/2020,45223,0
6/24/2020,45223,1
6/25/2020,45223,0
6/26/2020,45223,0
6/27/2020,45223,0
6/28/2020,45223,0
6/29/2020,45223,0
6/30/2020,45223,2
7/1/2020,45223,2
7/2/2020,45223,0
7/3/2020,45223,0
7/4/2020,45223,0
7/5/2020,45223,0
7/6/2020,45223,0
7/7/2020,45223,0
7/8/2020,45223,0
7/9/2020,45223,0
7/10/2020,45223,0
7/11/2020,45223,0
7/12/2020,45223,0
7/13/2020,45223,0
7/14/2020,45223,0
7/15/2020,45223,0
7/16/2020,45223,0
7/17/2020,45223,0
7/18/2020,45223,0
7/19/2020,45223,-1
7/20/2020,45223,0
7/21/2020,45223,0
7/22/2020,45223,0
7/23/2020,45223,0
7/24/2020,45223,0
7/25/2020,45223,0
7/26/2020,45223,1
7/27/2020,45223,0
5/29/2020,45224,0
5/30/2020,45224,2
5/31/2020,45224,1
6/1/2020,45224,0
6/2/2020,45224,0
6/3/2020,45224,0
6/4/2020,45224,2
6/5/2020,45224,0
6/6/2020,45224,0
6/7/2020,45224,0
6/8/2020,45224,0
6/9/2020,45224,1
6/10/2020,45224,0
6/11/2020,45224,0
6/12/2020,45224,0
6/13/2020,45224,0
6/14/2020,45224,0
6/15/2020,45224,0
6/16/2020,45224,0
6/17/2020,45224,0
6/18/2020,45224,0
6/19/2020,45224,0
6/20/2020,45224,0
6/21/2020,45224,0
6/22/2020,45224,1
6/23/2020,45224,1
6/24/2020,45224,3
6/25/2020,45224,0
6/26/2020,45224,2
6/27/2020,45224,0
6/28/2020,45224,0
6/29/2020,45224,-1
6/30/2020,45224,1
7/1/2020,45224,1
7/2/2020,45224,0
7/3/2020,45224,1
7/4/2020,45224,-2
7/5/2020,45224,-1
7/6/2020,45224,0
7/7/2020,45224,1
7/8/2020,45224,2
7/9/2020,45224,0
7/10/2020,45224,0
7/11/2020,45224,0
7/12/2020,45224,0
7/13/2020,45224,0
7/14/2020,45224,0
7/15/2020,45224,0
7/16/2020,45224,0
7/17/2020,45224,4
7/18/2020,45224,1
7/19/2020,45224,2
7/20/2020,45224,0
7/21/2020,45224,0
7/22/2020,45224,2
7/23/2020,45224,2
7/24/2020,45224,3
7/25/2020,45224,0
7/26/2020,45224,0
7/27/2020,45224,1
5/29/2020,45225,0
5/30/2020,45225,0
5/31/2020,45225,0
6/1/2020,45225,0
6/2/2020,45225,0
6/3/2020,45225,0
6/4/2020,45225,0
6/5/2020,45225,0
6/6/2020,45225,0
6/7/2020,45225,0
6/8/2020,45225,0
6/9/2020,45225,0
6/10/2020,45225,0
6/11/2020,45225,0
6/12/2020,45225,1
6/13/2020,45225,1
6/14/2020,45225,0
6/15/2020,45225,1
6/16/2020,45225,0
6/17/2020,45225,0
6/18/2020,45225,0
6/19/2020,45225,0
6/20/2020,45225,0
6/21/2020,45225,0
6/22/2020,45225,0
6/23/2020,45225,0
6/24/2020,45225,0
6/25/2020,45225,0
6/26/2020,45225,0
6/27/2020,45225,1
6/28/2020,45225,0
6/29/2020,45225,0
6/30/2020,45225,1
7/1/2020,45225,0
7/2/2020,45225,0
7/3/2020,45225,0
7/4/2020,45225,0
7/5/2020,45225,0
7/6/2020,45225,0
7/7/2020,45225,0
7/8/2020,45225,0
7/9/2020,45225,0
7/10/2020,45225,0
7/11/2020,45225,0
7/12/2020,45225,0
7/13/2020,45225,0
7/14/2020,45225,0
7/15/2020,45225,0
7/16/2020,45225,0
7/17/2020,45225,0
7/18/2020,45225,0
7/19/2020,45225,0
7/20/2020,45225,0
7/21/2020,45225,0
7/22/2020,45225,0
7/23/2020,45225,0
7/24/2020,45225,0
7/25/2020,45225,0
7/26/2020,45225,0
7/27/2020,45225,0
5/29/2020,45226,0
5/30/2020,45226,0
5/31/2020,45226,0
6/1/2020,45226,0
6/2/2020,45226,0
6/3/2020,45226,0
6/4/2020,45226,0
6/5/2020,45226,0
6/6/2020,45226,0
6/7/2020,45226,0
6/8/2020,45226,0
6/9/2020,45226,0
6/10/2020,45226,0
6/11/2020,45226,1
6/12/2020,45226,0
6/13/2020,45226,0
6/14/2020,45226,0
6/15/2020,45226,0
6/16/2020,45226,0
6/17/2020,45226,0
6/18/2020,45226,0
6/19/2020,45226,0
6/20/2020,45226,0
6/21/2020,45226,0
6/22/2020,45226,0
6/23/2020,45226,0
6/24/2020,45226,0
6/25/2020,45226,0
6/26/2020,45226,0
6/27/2020,45226,0
6/28/2020,45226,0
6/29/2020,45226,0
6/30/2020,45226,0
7/1/2020,45226,0
7/2/2020,45226,0
7/3/2020,45226,0
7/4/2020,45226,0
7/5/2020,45226,0
7/6/2020,45226,0
7/7/2020,45226,0
7/8/2020,45226,0
7/9/2020,45226,0
7/10/2020,45226,0
7/11/2020,45226,0
7/12/2020,45226,0
7/13/2020,45226,0
7/14/2020,45226,0
7/15/2020,45226,0
7/16/2020,45226,0
7/17/2020,45226,0
7/18/2020,45226,0
7/19/2020,45226,0
7/20/2020,45226,0
7/21/2020,45226,0
7/22/2020,45226,0
7/23/2020,45226,0
7/24/2020,45226,0
7/25/2020,45226,0
7/26/2020,45226,0
7/27/2020,45226,0
5/29/2020,45227,1
5/30/2020,45227,0
5/31/2020,45227,0
6/1/2020,45227,0
6/2/2020,45227,0
6/3/2020,45227,0
6/4/2020,45227,0
6/5/2020,45227,1
6/6/2020,45227,0
6/7/2020,45227,0
6/8/2020,45227,0
6/9/2020,45227,0
6/10/2020,45227,0
6/11/2020,45227,0
6/12/2020,45227,1
6/13/2020,45227,0
6/14/2020,45227,0
6/15/2020,45227,0
6/16/2020,45227,1
6/17/2020,45227,0
6/18/2020,45227,0
6/19/2020,45227,0
6/20/2020,45227,0
6/21/2020,45227,0
6/22/2020,45227,0
6/23/2020,45227,1
6/24/2020,45227,1
6/25/2020,45227,0
6/26/2020,45227,0
6/27/2020,45227,0
6/28/2020,45227,0
6/29/2020,45227,0
6/30/2020,45227,0
7/1/2020,45227,1
7/2/2020,45227,1
7/3/2020,45227,0
7/4/2020,45227,0
7/5/2020,45227,0
7/6/2020,45227,0
7/7/2020,45227,0
7/8/2020,45227,0
7/9/2020,45227,0
7/10/2020,45227,0
7/11/2020,45227,0
7/12/2020,45227,0
7/13/2020,45227,0
7/14/2020,45227,0
7/15/2020,45227,0
7/16/2020,45227,0
7/17/2020,45227,1
7/18/2020,45227,1
7/19/2020,45227,2
7/20/2020,45227,0
7/21/2020,45227,0
7/22/2020,45227,0
7/23/2020,45227,6
7/24/2020,45227,1
7/25/2020,45227,0
7/26/2020,45227,0
7/27/2020,45227,0
5/29/2020,45229,0
5/30/2020,45229,-1
5/31/2020,45229,0
6/1/2020,45229,0
6/2/2020,45229,0
6/3/2020,45229,0
6/4/2020,45229,0
6/5/2020,45229,0
6/6/2020,45229,0
6/7/2020,45229,0
6/8/2020,45229,1
6/9/2020,45229,0
6/10/2020,45229,0
6/11/2020,45229,0
6/12/2020,45229,1
6/13/2020,45229,0
6/14/2020,45229,0
6/15/2020,45229,0
6/16/2020,45229,0
6/17/2020,45229,0
6/18/2020,45229,0
6/19/2020,45229,0
6/20/2020,45229,0
6/21/2020,45229,0
6/22/2020,45229,0
6/23/2020,45229,1
6/24/2020,45229,1
6/25/2020,45229,1
6/26/2020,45229,3
6/27/2020,45229,0
6/28/2020,45229,0
6/29/2020,45229,1
6/30/2020,45229,0
7/1/2020,45229,1
7/2/2020,45229,0
7/3/2020,45229,0
7/4/2020,45229,-1
7/5/2020,45229,1
7/6/2020,45229,0
7/7/2020,45229,0
7/8/2020,45229,0
7/9/2020,45229,0
7/10/2020,45229,0
7/11/2020,45229,0
7/12/2020,45229,0
7/13/2020,45229,0
7/14/2020,45229,0
7/15/2020,45229,0
7/16/2020,45229,0
7/17/2020,45229,0
7/18/2020,45229,0
7/19/2020,45229,0
7/20/2020,45229,0
7/21/2020,45229,0
7/22/2020,45229,0
7/23/2020,45229,0
7/24/2020,45229,0
7/25/2020,45229,0
7/26/2020,45229,0
7/27/2020,45229,0
5/29/2020,45230,0
5/30/2020,45230,-1
5/31/2020,45230,1
6/1/2020,45230,1
6/2/2020,45230,0
6/3/2020,45230,0
6/4/2020,45230,0
6/5/2020,45230,0
6/6/2020,45230,0
6/7/2020,45230,0
6/8/2020,45230,0
6/9/2020,45230,0
6/10/2020,45230,0
6/11/2020,45230,0
6/12/2020,45230,0
6/13/2020,45230,0
6/14/2020,45230,0
6/15/2020,45230,0
6/16/2020,45230,0
6/17/2020,45230,0
6/18/2020,45230,0
6/19/2020,45230,0
6/20/2020,45230,0
6/21/2020,45230,0
6/22/2020,45230,1
6/23/2020,45230,1
6/24/2020,45230,1
6/25/2020,45230,0
6/26/2020,45230,2
6/27/2020,45230,0
6/28/2020,45230,0
6/29/2020,45230,2
6/30/2020,45230,0
7/1/2020,45230,0
7/2/2020,45230,1
7/3/2020,45230,0
7/4/2020,45230,0
7/5/2020,45230,0
7/6/2020,45230,0
7/7/2020,45230,0
7/8/2020,45230,2
7/9/2020,45230,0
7/10/2020,45230,0
7/11/2020,45230,0
7/12/2020,45230,0
7/13/2020,45230,0
7/14/2020,45230,0
7/15/2020,45230,0
7/16/2020,45230,0
7/17/2020,45230,4
7/18/2020,45230,0
7/19/2020,45230,0
7/20/2020,45230,0
7/21/2020,45230,0
7/22/2020,45230,3
7/23/2020,45230,6
7/24/2020,45230,2
7/25/2020,45230,2
7/26/2020,45230,0
7/27/2020,45230,0
5/29/2020,45231,14
5/30/2020,45231,1
5/31/2020,45231,2
6/1/2020,45231,6
6/2/2020,45231,0
6/3/2020,45231,1
6/4/2020,45231,5
6/5/2020,45231,1
6/6/2020,45231,-1
6/7/2020,45231,0
6/8/2020,45231,0
6/9/2020,45231,7
6/10/2020,45231,0
6/11/2020,45231,-1
6/12/2020,45231,2
6/13/2020,45231,0
6/14/2020,45231,-1
6/15/2020,45231,2
6/16/2020,45231,4
6/17/2020,45231,1
6/18/2020,45231,6
6/19/2020,45231,4
6/20/2020,45231,0
6/21/2020,45231,0
6/22/2020,45231,4
6/23/2020,45231,7
6/24/2020,45231,3
6/25/2020,45231,3
6/26/2020,45231,0
6/27/2020,45231,-4
6/28/2020,45231,0
6/29/2020,45231,4
6/30/2020,45231,0
7/1/2020,45231,2
7/2/2020,45231,1
7/3/2020,45231,6
7/4/2020,45231,2
7/5/2020,45231,7
7/6/2020,45231,0
7/7/2020,45231,20
7/8/2020,45231,17
7/9/2020,45231,0
7/10/2020,45231,11
7/11/2020,45231,-3
7/12/2020,45231,0
7/13/2020,45231,0
7/14/2020,45231,1
7/15/2020,45231,0
7/16/2020,45231,0
7/17/2020,45231,39
7/18/2020,45231,0
7/19/2020,45231,12
7/20/2020,45231,0
7/21/2020,45231,2
7/22/2020,45231,16
7/23/2020,45231,25
7/24/2020,45231,28
7/25/2020,45231,2
7/26/2020,45231,-1
7/27/2020,45231,-1
5/29/2020,45232,0
5/30/2020,45232,0
5/31/2020,45232,0
6/1/2020,45232,0
6/2/2020,45232,0
6/3/2020,45232,0
6/4/2020,45232,0
6/5/2020,45232,0
6/6/2020,45232,0
6/7/2020,45232,0
6/8/2020,45232,0
6/9/2020,45232,0
6/10/2020,45232,1
6/11/2020,45232,0
6/12/2020,45232,0
6/13/2020,45232,0
6/14/2020,45232,0
6/15/2020,45232,0
6/16/2020,45232,0
6/17/2020,45232,0
6/18/2020,45232,0
6/19/2020,45232,0
6/20/2020,45232,0
6/21/2020,45232,0
6/22/2020,45232,1
6/23/2020,45232,0
6/24/2020,45232,0
6/25/2020,45232,1
6/26/2020,45232,0
6/27/2020,45232,0
6/28/2020,45232,0
6/29/2020,45232,0
6/30/2020,45232,0
7/1/2020,45232,0
7/2/2020,45232,0
7/3/2020,45232,0
7/4/2020,45232,0
7/5/2020,45232,0
7/6/2020,45232,0
7/7/2020,45232,0
7/8/2020,45232,-1
7/9/2020,45232,0
7/10/2020,45232,0
7/11/2020,45232,0
7/12/2020,45232,0
7/13/2020,45232,0
7/14/2020,45232,0
7/15/2020,45232,0
7/16/2020,45232,0
7/17/2020,45232,0
7/18/2020,45232,0
7/19/2020,45232,0
7/20/2020,45232,0
7/21/2020,45232,0
7/22/2020,45232,0
7/23/2020,45232,0
7/24/2020,45232,0
7/25/2020,45232,0
7/26/2020,45232,0
7/27/2020,45232,0
5/29/2020,45233,1
5/30/2020,45233,2
5/31/2020,45233,0
6/1/2020,45233,0
6/2/2020,45233,0
6/3/2020,45233,0
6/4/2020,45233,0
6/5/2020,45233,0
6/6/2020,45233,0
6/7/2020,45233,0
6/8/2020,45233,0
6/9/2020,45233,0
6/10/2020,45233,0
6/11/2020,45233,0
6/12/2020,45233,0
6/13/2020,45233,0
6/14/2020,45233,0
6/15/2020,45233,0
6/16/2020,45233,1
6/17/2020,45233,0
6/18/2020,45233,0
